__v,_id,ano,centroCusto,classeCusto,revisao,valMeses
0,6425a08c6ca19ec00a6ce15a,2023,C0042SPPRC,5200208009,a,"[418,418,418,1483,1483,1483,1483,1483,1483,1483,1483,1483]"
0,6425a08c6ca19ec00a6ce15b,2023,C0042SPPRL,5200201001,a,"[65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37,65341.37]"
0,6425a08c6ca19ec00a6ce15c,2023,C0042SPREP,5200201001,a,"[85106.39000000001,85106.39000000001,85106.39000000001,53705.88,53705.88,53705.88,53705.88,53705.88,53705.88,53705.88,53705.88,53705.88]"
0,6425a08c6ca19ec00a6ce15d,2023,C0042SPREP,5200208009,a,"[3918,3918,3918,3147,3147,3147,3147,3147,3147,3147,3147,3147]"
0,6425a08c6ca19ec00a6ce15e,2023,C0042SQUAD,5200201001,a,"[133459.02000000002,133459.02000000002,133459.02000000002,0,0,0,0,0,0,0,0,0]"
0,6425a08c6ca19ec00a6ce15f,2023,C0042SQUAD,5200504030,a,"[21500,21500,21500,0,0,0,0,0,0,0,0,0]"
0,6425a08c6ca19ec00a6ce160,2023,C0042SQUAD,5200208009,a,"[952,952,952,0,0,0,0,0,0,0,0,0]"
0,6425a08c6ca19ec00a6ce161,2023,C0042SUVEN,5200201001,a,"[6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73,6441.73]"
0,6425a08c6ca19ec00a6ce162,2023,C0042SUVEN,5200208009,a,"[653,653,653,653,653,653,653,653,653,653,653,653]"
0,6425a08c6ca19ec00a6ce163,2023,C0042VZMKT,5200201001,a,"[34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7,34841.7]"
0,6425a08c6ca19ec00a6ce164,2023,C0042VZMKT,5200208009,a,"[355,355,355,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce165,2023,C0217COADM,5200201001,a,"[72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001,72494.09000000001]"
0,6425a08c6ca19ec00a6ce166,2023,C0217COADM,5200208007,a,"[39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800]"
0,6425a08c6ca19ec00a6ce167,2023,C0217COADM,5200208009,a,"[20682,20682,20682,20682,20682,20682,20682,20682,20682,20682,20682,20682]"
0,6425a08c6ca19ec00a6ce168,2023,C0217COAPD,5200201001,a,"[15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002,15830.490000000002]"
0,6425a08c6ca19ec00a6ce169,2023,C0217COAPD,5200208009,a,"[6038,6038,6038,6038,6038,6038,6038,6038,6038,6038,6038,6038]"
