ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12
2018;C0042BLRHU;5200208006;30;Programa de Cursos e Treinamentos RH Corporativo;0;0;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
2018;C0042BLRHU;5200208008;30;Vacinas\nExames Periódicos\nPCMAT/PCMSO;300;300;900;300;3600;300;300;300;300;300;300;300
2018;C0042BLRHU;5200504012;30;Dia da Mulher\nDia das Mães\nSextas Juninas\nDia dos Pais\nDAV\nConfraternização\nNatal Solidário;0;0;2000;5200;0;0;5100;6000;4000;2000;0;13000
2018;C0042BOIMP;5200502003;30;Link MPLS.;11000;11000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
2018;C0042BOIMP;5200502003;31;Internet.;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
2018;C0042BOIMP;5200502005;;Cópias e impressões - Solution.;3285;3285;3285;3285;3285;3285;3285;3285;3285;3285;3285;3285
2018;C0042BOIMP;5200503002;30;Cabos de rede e diversos.;170;170;170;170;170;170;170;170;170;170;170;170
2018;C0042BOIMP;5200504002;30;Help Desk e Service Desk.;11164;11164;11164;11164;11164;11164;11164;11164;11164;11164;11164;11164
2018;C0042BOIMP;5200504002;31;Gestão de Ativos de TI.;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
2018;C0042BOIMP;5200504008;;Locação Impressoras-Solution.;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046;3046
2018;C0042BOIMP;5200504010;;Manutenção Equipamento Telefonia-Cylk (5,4k/mês), Sistema de Incêndio-Eversys(1,8k/mês), Manutenção Estabilizadores e Nobreaks-Powereng(1,6k/mês).;8820;8820;8820;8820;8820;8820;8820;8820;8820;8820;8820;8820
2018;C0042BOIMP;5200504018;;Guarda física mídia backup-P3 Image.;520;520;520;520;520;520;520;520;520;520;520;520
2018;C0042COAES;5200501001;;locação 12º cj. 122 e parte 14º cj.142B        = R$1.669.200,00\ntx condomínio 12º cj. 122 e parte 14º cj. 142B = R$  552.000,00;185100;185100;185100;185100;185100;185100;185100;185100;185100;185100;185100;185100
2018;C0042COAES;5200501003;;Piso 10 (manutenção em geral = elétrica, hidraúlica, pintura, marcenaria, serralheira) = R$170.000,00\nFancold (manutenção preventiva ar condicionado)                                        = R$144.000,00;26167;26167;26167;26167;26167;26167;26167;26167;26167;26167;26167;26167
2018;C0042COAES;5200502004;;EBCT (malotes para obras e regionais) = R$450.000,00;37500;37500;37500;37500;37500;37500;37500;37500;37500;37500;37500;37500
2018;C0042COAES;5200502005;;Solution (consumio impressora Bira-Expedição) = R$12000,00;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
2018;C0042COAES;5200502007;;Lopez & Cioffi (papel toalha, higiênico, sab.liquido, sacos lixo, sacos refil absorventes, odorizador, detergente, copos descart. = R$50.000,00\nStudio D`Essen ces (essência para banheiros diretoria, visitantes)                                                                = R$ 1.000,00;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250
2018;C0042COAES;5200503002;30;M.Fabre/13a (material de escritório em geral) = R$195.000,00;16250;16250;16250;16250;16250;16250;16250;16250;16250;16250;16250;16250
2018;C0042COAES;5200503003;;Bino Chaves (cópias chaves, aberturas, carimbos) = R$25.000,00\nPark Place  (compra selos para recepção        ) = R$27.000,00\nCyrela      (caixinha Bira-expedição           ) = R$60.000,00;9333;9333;9333;9333;9333;9333;9333;9333;9333;9333;9333;9333
2018;C0042COAES;5200503004;30;Mari,Drimon (refeição Diretoria)          = R$380.000,00\nFabio Nunes  (frutas           )          = R$150.000,00;44167;44167;44167;44167;44167;44167;44167;44167;44167;44167;44167;44167
2018;C0042COAES;5200503004;31;Brasvending, Italian        (maqs.café)          = R$75.000,00\nDist. JJotas                (insumoscopa)        = R$90.000,00;13750;13750;13750;13750;13750;13750;13750;13750;13750;13750;13750;13750
2018;C0042COAES;5200503004;32;Vila Nova Águas (copos água)              = R$75.000,00;6250;6250;6250;6250;6250;6250;6250;6250;6250;6250;6250;6250
2018;C0042COAES;5200503011;;AB Uniformes (uniformes copeiras) = R$1000,00;83;83;83;83;83;83;83;83;83;83;83;83
2018;C0042COAES;5200504018;;Iron Mountain (guarda fisica de documentos);10834;10834;10834;10834;10834;10834;10834;10834;10834;10834;10834;10834
2018;C0042COAES;5200504019;30;Luiz Moto Frete (4 motoqueiros) = R$245.000,00;20417;20417;20417;20417;20417;20417;20417;20417;20417;20417;20417;20417
2018;C0042COAES;5200504021;;Augusta flores/Manacá (arranjo flores para recepção) = R$6.000,00;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042COAES;5200505002;;IPTU 12º cj. 122 e parte 14º cj. 142B = cota única  = R$205.000,00;205000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COCAR;5200502004;;;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0042COCAR;5200503005;30;Refeição e taxi p/ o fechamento.;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0042COCAR;5200504020;30;DM DOCS RATEADO PARA CAR-LICENÇAS PARA UPLOAD E VISUALIZAÇÃO;800;800;800;800;800;800;800;800;800;800;800;800
2018;C0042COCFI;5200503005;30;Estacionamento, taxi e refeições após horário;12622;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COCFI;5200504003;;Publicação de Balanço CBR;272800;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COCOB;5200202002;;Verba referente a plantões aos finais de semana (campanha de cobrança);1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
2018;C0042COCOB;5200502004;;;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0042COCOB;5200503003;;Despesas referente a plantões aos finais de semana e campanha de premiação da equipe de cobrança corporativa;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
2018;C0042COCOB;5200503005;30;Estão inclusos estacionamento ITM/Rocio dos funcionarios Fernando Barbagalo e  Barbara Santana, Uber para reuniões externa, reembolsos de refeições e KM;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042COCOB;5200503008;;;50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042COCOB;5200504002;30;Despesas com  discador fornecedor TotalIP, serviço de telefonia fornecedores Algar e Option, plataforma de pesquisas tel,endereço etc.. fornecedor unitfour, serviço de envio de cartas aos clientes fornecedor PGA, serviço de envio de SMS fornecedor Movile, Serviço de negativações fornecedores Serasa e Boa Vista;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000
2018;C0042COCOB;5200504012;30;Despesas com café da manha com o time de cobrança corporativa (um café a cada trimestre);180;180;180;180;180;180;180;180;180;180;180;180
2018;C0042COCRE;5200502004;;;150;150;150;150;150;150;150;150;150;150;150;150
2018;C0042COCRE;5200502005;;Valor referente as 10 mil fichas cadastrais que serão utilizadas dentro do ano de 2018.;0;0;0;0;6200;0;0;0;0;0;0;0
2018;C0042COCRE;5200503003;;valores referente a solicitação de cartão de visita para Andre Rodrigues e Luis Domingos com novo endereço rua do Rossio.;130;130;130;130;130;130;130;130;130;130;130;130
2018;C0042COCRE;5200503005;30;Utilização de Uber para ida em reuniões na Faria Lima e ou com fornecedores em media duas vezes por mês,  sendo que ida e volta custa por volta de 80,00.. Reembolso de estacionamento para os funcionários Andre Rodrigues, Gustavo Cundari, Victor Jara, Erika Carvalho e Ricardo Padrão..Reembolso de KM para os lançamentos previstos em Sumaré, Jundiaí e Campinas;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100
2018;C0042COCRE;5200503008;;reconhecimento de firmas e licença do CPA 20 licença obrigatória para correspondentes bancários.;120;120;120;120;120;120;120;120;120;120;120;120
2018;C0042COCRE;5200504012;30;Verba referente café da manha com time uma vez a cada trimestre.;125;125;125;125;125;125;125;125;125;125;125;125
2018;C0042COCRE;5200504018;;Valores passados pela area de TI referente ao DMDOCS;695;695;695;695;695;695;695;695;695;695;695;695
2018;C0042COCSL;5200503016;;Anuidade IBGC - Instituto Brasileiro de Governança Corporativa;0;0;6000;0;0;0;0;0;0;0;0;0
2018;C0042COCTB;5200208006;30;Orçamento para cursos para PEC do CRC;5000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COCTB;5200503016;;Anuidade CRC;550;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COCTB;5200504001;30;Auditoria CBR;674100;0;0;0;0;0;0;0;0;0;0;0
2018;C0042CODIF;5200502005;;Fornecedor DIART (slides ppt);80;80;80;80;80;80;80;80;80;80;80;80
2018;C0042CODIF;5200503002;30;250 cartões de visita;0;0;0;0;0;105;0;0;0;0;0;0
2018;C0042CODIF;5200503005;30;Reuniões externas e deslocamento em viagens.;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0042COGCB;5200502004;;;20;20;20;20;20;20;20;20;20;20;20;20
2018;C0042COGCB;5200503003;;Cartão de visita Jymmy e Rafa;150;0;0;0;0;0;150;0;0;0;0;0
2018;C0042COGCB;5200504002;30;Consultoria de power BI;9000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COGCB;5200504019;30;Valor de táxi para reuniões externa;60;60;60;60;60;60;60;60;60;60;60;60
2018;C0042COGEC;5200503002;30;250 cartões de visita;105;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COGEC;5200503005;30;ITM/Reuniões Externas;20;20;20;20;20;20;20;20;20;20;20;20
2018;C0042COGES;5200503002;30;Cartão de visita e pilhas mouse.;11;11;11;11;11;11;11;11;11;11;11;11
2018;C0042COGES;5200503005;30;Deslocamento reuniões.;42;42;42;42;42;42;42;42;42;42;42;42
2018;C0042COGGC;5200503005;30;Condução em hora extra e reuniões externas.;50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042COGGC;5200504020;30;Fornecedor Cydag.;4000;4000;4000;4000;0;4000;0;4000;4000;4000;4000;4000
2018;C0042COGPF;5200502005;;;5000;0;0;0;0;0;5000;0;0;0;0;0
2018;C0042COGPF;5200503008;;;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
2018;C0042COGPF;5200503016;;CVM Securitizadora;30000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COGPF;5200504002;30;Moodys e S&P;0;187000;0;0;0;60000;0;0;0;0;0;0
2018;C0042COGPR;5200503005;30;Reembolso de KM, locomoção, etc;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042COIFR;5200502004;;;0;0;0;100;0;0;0;0;100;0;0;0
2018;C0042COIFR;5200503005;30;Estacionamento ITM para três pessoas-127/pessoa/mês (Jan-Mar) e 140/pessoa/mês a partir de abril.;381;381;381;420;420;420;420;420;420;420;420;420
2018;C0042COIFR;5200503005;31;Traslado entre ITM e FLS e visitas a fornecedores e atividades fora do horário comercial.;575;575;575;575;575;575;575;575;575;575;575;575
2018;C0042COIFR;5200503005;32;Refeições por conta de atividades fora do horário comercial.;575;575;575;575;575;575;575;575;575;575;575;575
2018;C0042COIFR;5200503005;33;Reembolso fretado Douglas;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042COIFR;5200504012;30;Evento interno de TI (11 pessoas).;0;0;0;0;0;1100;0;0;0;0;0;0
2018;C0042COJCG;5200503005;30;Deslocamento para reuniões externas com escritórios;150;150;150;150;150;150;150;150;150;150;150;150
2018;C0042COJCG;5200504002;30;Consultoria previdenciária corporativa - acompanhamento de afastamentos e defesas;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800;6800
2018;C0042COJSO;5200502004;;;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0042COJSO;5200503003;;;150;150;150;150;150;150;150;150;150;150;150;150
2018;C0042COJSO;5200503005;30;Trasporte de colaboradores;120;120;120;120;120;120;120;120;120;120;120;120
2018;C0042COJSO;5200503008;;;120;120;120;120;120;120;120;120;120;120;120;120
2018;C0042COJSO;5200504019;30;Trasporte de documentos da companhia;20;20;20;20;20;20;20;20;20;20;20;20
2018;C0042COJUB;5200503005;30;Reembolso taxi, estacionamento, visita escritórios, regionais;50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042COJUB;5200504002;30;Valor mensal (canal de denúncias) R$ 7.000 - atualização R$ 7.700;7000;7000;7000;7000;7000;7000;7700;7700;7700;7700;7700;7700
2018;C0042COJUB;5200504004;30;Processos criminais\nValor mensal fixo de R$32mil\nValor êxito no encerramento de R$3mil - projeção de encerrar 4 processos/ano = R$12mil\nOrçamento dividido com o CC do jurídico de São Paulo - C0042SPJUC;16500;16500;16500;16500;16500;16500;16500;16500;16500;16500;16500;16500
2018;C0042COJUB;5200504020;30;- Suporte e contrato mensal = 8.330 até junho, atualização em julho aprox. 9.130\n- Adicional Licença = média mensal 10.000\n- Adicional GB = média mensal 12.500 (orçado apenas até março, alinhamento com Miguel e Nakamoto: internalizar o armazenamento GB);30800;30800;30800;18300;18300;18300;19130;19130;19130;19130;19130;19130
2018;C0042COMON;5200502004;;;0;0;300;0;0;0;300;0;0;0;0;0
2018;C0042COMON;5200503002;30;R$ 10 por pessoa/mês;10;10;10;10;10;10;10;10;10;10;10;10
2018;C0042COMON;5200503002;31;Produção de lápis e canetas \nObs: considerando 1.200 canetas sendo R$ 2,00/unidade + 1.500 lápis sendo R$ 1,85/unidade;0;2588;0;0;0;0;0;2588;0;0;0;0
2018;C0042COMON;5200503002;32;Obs: Brinde (kit essência Cyrela - 20 unidades);0;3600;0;0;0;0;0;0;0;0;0;0
2018;C0042COMON;5200503003;;500 cartões de visita por pessoa/ano = 210;0;0;210;0;0;0;0;0;0;0;0;0
2018;C0042COMON;5200503005;30;almoço com imprensa;0;0;400;0;0;0;400;0;0;0;400;0
2018;C0042COMON;5200503005;31;Taxi = R$300 por pessoa/mes;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0042COMON;5200503006;;Relatório anual;50000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COMON;5200503013;;Assinatura anual de Oesp (634), Meio&Mensagem (450), Valor Econômico (1.473), Veja (312), Casa Claudia (360) e Casa Vogue (360).;3600;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COMON;5200504002;30;assessoria de imprensa = considerando 30% a mais a partir de maio por reajuste de contrato + inclusão da marca MCMV;26000;26000;26000;26000;26000;33800;33800;33800;33800;33800;33800;33800
2018;C0042COMON;5200504002;31;Clipagem diária;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164
2018;C0042COMON;5200504002;32;Call (divulgação de resultados com a imprensa, comitê de crise e etc);200;200;200;200;200;200;200;200;200;200;200;200
2018;C0042COMON;5200504002;33;Clipping extra (TV, Radio e etc);0;0;1500;0;0;0;0;1500;0;0;0;0
2018;C0042COMON;5200504002;34;Monitoramento de redes sociais = considerando 20% a mais do que o custo pago em 2017 por reajuste de contrato + inclusão da marca MCMV;3042;3042;3042;3042;3042;3042;3042;3042;3042;3042;3042;3042
2018;C0042COMON;5200504002;35;Registro e deferimento de marcas considerando inclusão da marca MCMV;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
2018;C0042COMON;5200504002;36;Trabalho de marca MCMV (iniciado em 2017, mas parte do pagamento em 2018)\nPagamento a realizar: 3 parcela de R$ 43.000;0;43000;43000;43000;0;0;0;0;0;0;0;0
2018;C0042COMON;5200504014;;Vídeo institucional;0;0;100000;0;0;0;0;0;0;0;0;0
2018;C0042COMON;5200504016;;Criação de Anúncios institucionais: R$ 1.500/cada\n25/01 aniversário de SP\n05/06 dia mundial do meio ambiente \n19/07 dia da caridade \n27/08 dia do corretor \n15/09 dia do cliente \n19/10 dia da inovação\n11 e 15/12 dia do engenheiro e dia do arquiteto \nPeças de premiações. \nPeças institucionais;1500;7000;0;0;0;1500;8500;1500;1500;1500;0;3000
2018;C0042COMPR;5200202002;;Rodada de Mérito: 490mil (0,6% da folha + encargos) - idem valor 2017;0;0;0;0;0;0;81500;81500;81500;81500;81500;81500
2018;C0042COPRE;5200503003;;Selos de Estacionamento;833;833;833;833;833;833;833;833;833;833;833;833
2018;C0042COPRE;5200503005;30;Taxis e reembolsos;165;165;165;165;165;165;165;165;165;165;165;165
2018;C0042COPRE;5200503016;;ABRAINC\nTaxa Associativa (4 cotas) - 87.200/mês = 1.046.400\nContribuição Extra (Parcelas 4 e 5 do Plano Comunicação) = 32.000/mês em jan e fev;119200;119200;87200;87200;87200;87200;87200;87200;87200;87200;87200;87200
2018;C0042COPRE;5200504002;30;Assessorias Diversas;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
2018;C0042COPRE;5200504006;30;Essence: R$ 22mil/mês - Consultoria de Segurança\nAminut: R$ 11mil/mês - Consultoria de Segurança\nSuhai: R$ 180mil/mês - Segurança;213000;213000;213000;213000;213000;213000;213000;213000;213000;213000;213000;213000
2018;C0042COPRE;5200505004;;SECOVI;747;747;747;747;747;747;747;747;747;747;747;747
2018;C0042COPTR;5200504002;30;Honorários Dr. Luiz Paes => R$ 32mil em jan e fev, 16mil a partir de abr (sem pgto em mar) = 208mil\nE-Auditoria => R$ 5.113,00\nRevisão de ECF => R$ 30.000,00;34926;34926;2926;18926;18926;18926;18926;18926;18926;18926;18926;18926
2018;C0042CORCI;5200502005;;;4000;0;0;0;0;0;4000;0;0;0;0;0
2018;C0042CORCI;5200503016;;;72800;0;0;72800;0;0;72800;0;0;72800;0;0
2018;C0042CORCI;5200504002;30;Global RI, tradução call, bloomberg, economatica, formador de mercado, etc;61400;21400;21400;61400;21400;21400;61400;21400;21400;61400;21400;21400
2018;C0042CORCI;5200504004;30;Assessoria Jurídica para formulário de referencia dada nova regulamentação do novo mercado;0;0;0;200000;0;0;0;0;0;0;0;0
2018;C0042COREB;5200208008;30;Check up, vacinas, cesta final do ano, Gympass e fruta para todos SP e Corporativo.;39740;19125;19125;19125;56725;19125;19125;19125;19125;19125;19125;19125
2018;C0042COREB;5200502005;;;0;20000;0;0;0;0;0;0;0;0;0;0
2018;C0042COREB;5200503005;30;Reembolso de estacionamento, taxi e lanches (reunião de remuneração);80;80;80;80;80;90;90;90;90;80;80;80
2018;C0042COREB;5200503008;;;0;0;0;0;1000;1000;0;0;1000;0;0;0
2018;C0042COREB;5200504002;30;Pesquisa salarial TRS;0;0;0;0;18000;18000;0;0;0;0;0;0
2018;C0042COREB;5200504020;30;Valores mensais;2033;2033;2033;2033;2033;2033;2033;2033;2033;2033;2033;2033
2018;C0042COREP;5200502004;;Verba referente as despesas de correio como envio de contratos para clientes e regionais que não possuem serviço de malote.;150;150;150;150;150;150;150;150;150;150;150;150
2018;C0042COREP;5200503005;30;Utilização de Uber para ir ao ponto de controle na Caixa uma vez por semana e para reuniões fora... Reembolso de estacionamento dos funcionários Luis Domingos e Ricardo Padrão;550;550;550;550;550;550;550;550;550;550;550;550
2018;C0042COREP;5200503008;;Verba referente a renovação de carimbos da Seller (assessoria interna);50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042COSEG;5200502009;;;0;0;0;0;0;260000;0;0;0;0;0;30000
2018;C0042COSIS;5200502004;;;0;0;0;100;0;0;0;0;100;0;0;0
2018;C0042COSIS;5200503005;30;Reembolso estacionamento equipe (duas pessoas). 127/mês/pessoa (jan-mar) e 140/mês/pessoa (abr-dez).;254;254;254;280;280;280;280;280;280;280;280;280
2018;C0042COSIS;5200503005;31;Reembolso taxi traslados entre escritórios e reuniões externas.;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042COSIS;5200503005;32;Refeições para atividades fora do horário comercial.;100;100;100;100;100;100;100;100;100;100;100;100
2018;C0042COSIS;5200503005;33;Reembolso fretado Anderson (Jan) e Silvio.;1394;730;730;730;730;730;730;730;730;730;730;730
2018;C0042COSIS;5200504012;30;Evento interno equipe TI 10 pessoas.;0;0;0;0;0;1000;0;0;0;0;0;0
2018;C0042COSOP;5200502003;30;Link de comunicação entre Rocio e Data Center.;3300;3300;3300;3300;3300;3300;3300;3300;3300;3300;3465;3465
2018;C0042COSOP;5200502003;31;Link de comunicação com a Algar (service desk).;1200;1200;1200;1200;1200;1200;1200;1200;1200;1260;1260;1260
2018;C0042COSOP;5200502003;32;Serviço de conference call;300;300;300;300;300;300;300;300;300;300;300;300
2018;C0042COSOP;5200503002;30;Fitas para backup de dados.;40000;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COSOP;5200503002;31;Compra de materiais diversos como DVDs, CDs, chaveadores, etc.;500;500;500;1000;500;500;500;1000;500;500;500;1000
2018;C0042COSOP;5200504008;;Locação Impressoras Faria Lima (46k) e ar condicionado portátil (6,9K).;4420;4420;4420;4420;4420;4420;4420;4420;4420;4420;4420;4420
2018;C0042COSOP;5200504010;;Manutenção equipamentos elétricos e nobreak (44,6k), Manutenção diversas (26k), Equipamento contra incêndios (7k);4060;4060;4060;4060;24088;12088;4088;4088;4238;4238;4238;4238
2018;C0042COSOP;5200504018;;Armazenamento de Mídia em guarda externa contendo dados dos sistemas corporativos.;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250
2018;C0042COSOP;5200504019;30;Transporte de micros e servidores entre escritórios.;0;0;500;0;0;500;0;0;500;0;0;500
2018;C0042COSOP;5200504020;30;Ferramenta de backup de dados dos servidores da Cyrela.;0;0;29500;0;0;0;0;0;0;0;0;0
2018;C0042COSOP;5200504020;31;Sistema de base de dados de CEP para CRM.;0;0;6000;0;0;0;0;0;0;0;0;0
2018;C0042COSOP;5200504020;32;Certificado Digital para os sistemas da Cyrela;0;0;0;1500;0;0;0;0;0;0;0;0
2018;C0042COSOP;5200504020;33;Manutenção anual de licenças de Windows Server, SQL Server, CRM Server, Project Server e Visual Studio.;0;0;0;0;0;267750;0;0;0;0;0;0
2018;C0042COSOP;5200504020;34;Manutenção anual do sistema de chamados de TI.;0;0;0;0;0;0;22000;0;0;0;0;0
2018;C0042COSOP;5200504020;35;Ferramenta de monitoramento de servidores e ativos de rede.;0;0;0;0;0;12000;0;0;0;0;0;0
2018;C0042COSOP;5200504020;36;Ferramenta de verificação de qualidade dos programas ABAP.;0;0;0;0;0;0;0;0;0;0;12000;0
2018;C0042COSOP;5200504020;37;Manutenção software VPN Cisco para 250 usuários.;0;0;0;0;0;0;0;0;0;0;2800;0
2018;C0042COSOP;5200504020;38;Suporte Premier dos serviços e produtos da Microsoft.;0;0;0;0;0;0;0;0;95550;0;0;0
2018;C0042COSOP;5200504020;39;Serviço de comunicação financeira entre bancos e Cyrela.;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9450
2018;C0042COSOP;5200504020;40;Acesso remoto a computadores.;806;806;806;806;806;806;806;806;806;806;806;806
2018;C0042COSOP;5200504020;41;Manutenção dos ativos de rede (switches, firewalls e roteadores).;0;0;0;0;0;0;0;0;0;0;0;71163
2018;C0042COSOP;5200504020;42;Serviço de administração de banco de dados.;16500;16500;16500;16500;17325;17325;17325;17325;17325;17325;17325;17325
2018;C0042COSOP;5200504020;43;Serviço de administração de infra estrutura do SAP;32000;32000;32000;32000;32000;32000;32000;32000;32000;32000;32000;32000
2018;C0042COSPT;5200502003;30;Link MPLS com o Data Center Cyrela;2600;2600;2600;2600;2600;2600;2600;2600;2600;2600;2730;2730
2018;C0042COSPT;5200504020;30;Manutenção licenças Office, Visio, Project, CRM, Skype);0;0;0;0;0;1560972;0;0;0;0;0;0
2018;C0042COSPT;5200504020;31;Arquivamento permanente de e-mails.;0;0;0;0;0;119700;0;0;0;0;0;0
2018;C0042COSPT;5200504020;32;Manutenção Anual das licenças SAP.;1255914;0;0;0;0;0;0;0;0;0;0;0
2018;C0042COSPT;5200504020;33;Manutenção Anual Success Factors - JAM;0;0;0;0;0;0;0;0;0;0;161623;0
2018;C0042COSPT;5200504020;34;Manutenção antivirus e Altiris (inventario).;0;0;166511;0;0;0;0;0;0;0;0;0
2018;C0042COSPT;5200504020;35;Manutenção de 5 licenças do Viabil.;650;650;650;650;650;650;650;650;650;650;683;683
2018;C0042COSPT;5200504020;36;Renovação do Workfront/Attask.;0;0;0;501730;0;0;0;0;0;0;0;0
2018;C0042COSPT;5200504020;37;Manutenção anual do Thinkcell.;0;0;0;0;0;0;0;0;0;23690;0;0
2018;C0042COSPT;5200504020;38;Licenças CCP pagas pela CBR.;-33334;-33334;-33334;-33334;-33334;-33334;-33334;-33334;-33334;-33334;-33334;-33334
2018;C0042COSPT;5200504020;39;Serviço de Data Center dos sistemas corporativos Cyrela.;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000
2018;C0042COTES;5200502004;;;50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042COTES;5200503005;30;Serviços com taxi, uber;100;125;125;125;125;150;125;125;125;125;125;125
2018;C0042COTES;5200503008;;;650;650;650;650;650;650;650;650;650;650;650;650
2018;C0042COTES;5200504019;30;Serviços de motoboy;50;50;50;50;50;50;50;50;50;50;50;50
2018;C0042CSABH;5200502003;30;Internet da Regional em BH;400;400;400;400;400;400;400;400;400;400;400;400
2018;C0042CSABH;5200502004;;;150;150;150;150;150;150;150;150;150;150;150;150
2018;C0042CSABH;5200503002;30;Papel e outros materiais quando necessário (cola, grampos, etc.);0;0;0;0;300;0;0;0;300;0;0;0
2018;C0042CSABH;5200503005;30;Reembolso de KM, locomoção, alimentação, etc.;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042CSABH;5200504008;;;350;350;350;350;350;350;350;350;350;350;350;350
2018;C0042CSABH;5200504010;;;500;500;500;500;500;500;500;500;500;500;500;500
2018;C0042EQCOC;5200503002;30;R$ 10,00/ pessoa mês;30;30;30;30;30;30;30;30;30;30;30;30
2018;C0042EQCOC;5200503003;;500 cartões pessoa/ano = 210,00/pessoa;53;53;53;53;53;53;53;53;53;53;53;53
2018;C0042EQCOC;5200503005;30;R$ 1.000,00 / pessoa mês;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
