ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12
2020;C0042COJCG;5200504002;30;Consultoria do escritório Tenório da Veiga Brasil para casos estratégicos;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000
2020;C0042COJCG;5200504012;30;Realização de evento anual - Workshop Jurídico e Vendas;0;0;0;0;0;0;0;0;0;0;500;0
2020;C0042COJSO;5200502004;;;700;700;700;700;700;700;700;700;700;700;700;700
2020;C0042COJSO;5200502005;;;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0042COJSO;5200503003;;;150;150;150;150;150;150;150;150;150;150;150;150
2020;C0042COJSO;5200503005;30;Transporte dos colaboradores para reuniões, eventos, palestras e retorno para casa em casos esporádicos de horas extras após as 22h,;200;200;200;200;200;200;200;200;200;200;200;200
2020;C0042COJSO;5200504019;30;Transporte de documentos para prestadores e sócios;20;20;20;20;20;20;20;20;20;20;20;20
2020;C0042COJUB;5200502003;30;número Voitel corporativo para call entre as regionais;600;600;600;600;600;600;600;600;600;600;600;600
2020;C0042COJUC;5200503002;30;head set para calls;180;0;0;0;0;0;0;0;0;0;0;0
2020;C0042COJUC;5200503005;30;Táxi, estacionamento, refeições;260;260;260;260;260;260;260;260;260;260;260;260
2020;C0042COJUC;5200504004;30;Honorários advocatícios/cível/criminal (diversos);10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
2020;C0042COJUT;5200503005;30;táxis para reuniões externas com os escritórios de tributário;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0042COJUT;5200504002;30;Consultoria Previdenciária Brasil - Escritório Balera Berbel - consultivo e contencioso;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500;12500
2020;C0042COMON;5200208006;30;Cursos específicos para área como redes sociais, apresentações, identidade visual, participação em foruns, etc\nR$1.000/pessoa/ano;0;0;1000;1000;0;0;0;0;0;0;0;0
2020;C0042COMON;5200410004;;Criação e atualização de materiais institucionais e ações de endomarketing executadas em parceria com o RH.;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
2020;C0042COMON;5200503002;30;Material recorrente a ser distribuído nas salas de reunião da Faria Lima e do Rócio.;0;0;5500;0;0;5500;0;0;5500;0;0;5500
2020;C0042COMON;5200503002;31;R$10,00 por pessoa/mês;20;20;20;20;20;20;20;20;20;20;20;20
2020;C0042COMON;5200503002;32;Cartão de visita: 500 por pessoa/ano;1000;0;0;0;0;0;0;0;0;0;0;0
2020;C0042COMON;5200503005;30;Uber, 99\nR$500 por pessoa/mês;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
2020;C0042COMON;5200503013;;Renovação das assinaturas de Folha de São Paulo, Valor Econômico e o Estado de São Paulo.;0;0;4500;0;0;0;0;0;0;0;0;0
2020;C0042COMON;5200504002;30;Prestação de serviços de assessoria de imprensa e gestão de crise.;38500;38500;38500;38500;38500;38500;38500;38500;38500;38500;38500;38500
2020;C0042COMON;5200504002;31;Clipagem diária de notícias.;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750
2020;C0042COMON;5200504002;32;Call conference para realização de call com jornalistas.;220;220;220;220;220;220;220;220;220;220;220;220
2020;C0042COMON;5200504002;33;Clipping extra de rádio e TV.;300;300;300;300;300;300;300;300;300;300;300;300
2020;C0042COMON;5200504002;34;O custo será dividido igualmente entre as áreas de Marketing Institucional, Relacionamento com Cliente e E-Business.;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500
2020;C0042COMON;5200504012;30;Ações de PR com jornalistas e influenciadores (a serem definidas ao longo do ano).;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
2020;C0042COMON;5200504014;;Cyrela Lab (compra de equipamentos, softwares e cursos);10000;10000;10000;10000;5000;5000;5000;5000;5000;5000;5000;5000
2020;C0042COMON;5200504016;;Criação e publicação de anúncios institucionais, a serem definidos ao longo do ano.;9350;9350;9350;9350;9350;9350;9350;9350;9350;9350;9350;9350
2020;C0042COMON;5200504018;;Biblioteca Digital Cyrela;0;0;5000;0;0;5000;0;0;5000;0;0;5000
2020;C0042COPCG;5200503005;30;Estacionamento / reuniões externas / eventos;225;225;225;225;225;225;225;225;225;225;225;225
2020;C0042COPLE;5200504002;30;Assessoria e Consultoria;40400;40400;40400;40400;40400;40400;40400;40400;40400;40400;40400;40400
2020;C0042COPRE;5200503016;;;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000;125000
2020;C0042COPRE;5200504002;30;Consultoria;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
2020;C0042COPRE;5200504006;30;Segurança;110000;110000;110000;110000;110000;110000;110000;110000;110000;110000;110000;110000
2020;C0042COPRE;5200504006;31;Segurança;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000
2020;C0042COPRE;5200504006;32;Segurança;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000
2020;C0042COPTR;5200504002;30;Luiz Paes - R$ 16 Mil mês;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000
2020;C0042COPTR;5200504002;31;Revisão Obrigações Acessórias;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100
2020;C0042COPTR;5200504020;30;SISTEMA COMPLEMENTAR DE ANALISE OBRIGAÇÕES ACESSORIAS;435;435;435;435;435;435;435;435;435;435;435;435
2020;C0042CORCI;5200503016;;;233200;0;0;35200;37120;0;13200;0;0;13200;0;0
2020;C0042CORCI;5200504002;30;site e serviços de consultoria da Global;150000;0;0;0;0;0;0;0;0;0;0;0
2020;C0042CORCI;5200504002;31;formador de mercado;5300;5300;5300;5300;5300;5300;5300;5300;5300;5300;5300;5300
2020;C0042CORCI;5200504002;32;escriturador de ações;3850;3850;3850;3850;3850;3850;3850;3850;3850;3850;3850;3850
2020;C0042CORCI;5200504002;33;economática - acesso a dados do mercado financeiro;2820;2820;2820;2820;2820;2820;2820;2820;2820;2820;2820;2820
2020;C0042CORCI;5200504002;34;corretora que atualiza a situação/cadastro trimestral da Cyrela no SISBACEN para enviarmos os dividendos do Sr. Elie para fora do país.;0;0;520;0;520;0;0;520;0;0;520;0
2020;C0042CORCI;5200504002;35;suporte nos conference calls trimestrais com investidores;0;0;4200;0;4200;0;0;4200;0;0;4200;0
2020;C0042CORCI;5200504002;36;tradução simultânea em ingles para os calls trimestrais com investudores;0;0;2600;0;2600;0;0;2600;0;0;2600;0
2020;C0042COREB;5200208002;;VACINAS DE GRIPE;0;0;0;43264;0;0;0;0;0;0;0;0
2020;C0042COREB;5200208008;30;'2019 -  Valor por Executivo R$ 3.600 x 32 (Orçamento centralizado todo Brasil incluindo RJ), Sul não considerado.\nVACINA = 43264;9600;9600;9600;9600;9600;9600;9600;9600;9600;9600;9600;9600
2020;C0042COREB;5200208008;31;MESMO ORÇAMENTO DE 2019.;4800;4800;4800;4800;4800;4800;4800;4800;4800;4800;4800;4800
2020;C0042COREB;5200208008;32;MESMO ORÇAMENTO DE 2019.;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
2020;C0042COREB;5200208008;33;ORÇAMENTO ALPHA FITNESS, COLOQUEI A PARTIR DE MARÇO O ORÇADO DE RELACIONAMENTO;1900;1900;3900;3900;3900;3900;3900;3900;3900;3900;3900;3900
2020;C0042COREB;5200208008;34;1º SEMESTRE CUIDAS PARA TITULARES\n2º SEMESTRE CUIDAS DEPENDENTES (SP+CORP+VIVAZ);25620;25620;25620;25620;25620;25620;25620;25620;25620;25620;25620;25620
2020;C0042COREB;5200208012;;FOI SOMADO O VALOR DE 244K DE ATRASO DE 2019;11781;255781;9900;9900;9900;9900;9900;9900;9900;9900;9900;9900
2020;C0042COREB;5200503005;30;PREMISSA;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0042COREB;5200503008;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0042COREB;5200504002;30;PESQUISA DO RAPHA PARA O FABIO CURY;15000;0;0;0;0;0;0;0;0;0;0;0
2020;C0042COREB;5200504002;31;PESQUISAS AO LONGO DO ANO;0;0;30000;0;0;0;0;0;0;0;0;0
2020;C0042COREB;5200504007;;Manutenção do Sistema NewI do ciclo de Metas 3000 Mês. colocado apartir de abril devido a mudança do ciclo de gestão\n2800 do servidor por 12 meses.;2800;2800;2800;5800;5800;5800;5800;5800;5800;5800;5800;5800
2020;C0042COREB;5200504012;30;10,5 mil do evento de lançamento de metas.\n5 mil evento de benefícios.\n5mil para os assembleia dos sindicatos;0;0;15500;0;0;5000;0;0;0;0;0;0
2020;C0042COSAP;5200504002;30;Suporte SAP TDF e atualizações;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
2020;C0042COSAP;5200504002;31;Suporte SAP para atendimento de chamados diversos;33300;33300;33300;33300;33300;33300;33300;33300;33300;33300;33300;33300
2020;C0042COSAP;5200504002;32;Suporte Gustavo - portal de NFs;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
2020;C0042COSEG;5200502009;;;0;0;0;0;36000;300000;0;0;0;0;0;0
2020;C0042COSOP;5200502003;30;Link internet Vivo  - ponta Locaweb;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500
2020;C0042COSOP;5200502003;31;Serviço de conference call;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0042COSOP;5200502003;32;DDR Vivo atende Rócio e Faria Lima.;8700;8700;8700;8700;8700;8700;8700;8700;8700;8700;8700;8700
2020;C0042COSOP;5200502003;33;Custo de telefonia móvel (exceto seller e regionais);11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000
2020;C0042COSOP;5200503002;30;Compra de materiais diversos como mídias, chaveadores, etc.;700;700;700;700;700;700;700;700;700;700;700;700
2020;C0042COSOP;5200504002;30;Storage Backup Spin (2,9k storage e 0,5k restore);3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400
2020;C0042COSOP;5200504010;;Ziontech - 8k/mes\ninterface - 1,3k/mes;9300;9300;9300;9300;9300;9300;9300;9300;9300;9300;9300;9300
2020;C0042COSOP;5200504018;;Armazenamento de Mídia em guarda externa contendo dados dos sistemas corporativos.;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800
2020;C0042COSOP;5200504019;30;Transporte equipamentos entre escritórios;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0042COSOP;5200504020;30;Serviço de comunicação financeira entre bancos e Cyrela.;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;11000
2020;C0042COSOP;5200504020;31;Serviço de administração de banco de dados.;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500
2020;C0042COSOP;5200504020;32;suporte e licenciamento Qualitor;2200;2200;2200;2200;2200;2200;22000;2200;2200;2200;2200;2200
2020;C0042COSOP;5200504020;33;Licença Anual ferramenta Backup;0;0;0;0;0;0;0;0;0;0;0;49000
2020;C0042COSOP;5200504020;34;Sistema de base de dados de CEP para CRM;0;0;6000;0;0;0;0;0;0;0;0;0
2020;C0042COSOP;5200504020;35;Certificado Digital para sistemas Cyrela;0;0;0;1500;0;0;0;0;0;0;0;0
2020;C0042COSOP;5200504020;36;Manutenção software VPN Cisco para 250 usuários;0;0;0;0;0;0;0;0;0;0;3000;0
2020;C0042COSPT;5200504020;30;Contrato EA Microsoft - Licenças Office365 + Project + Servidores e SO Windows + CRM Dynamics (PSA)\nSolicitar fatura separada para Seller;0;195000;0;0;0;1695000;0;0;0;0;0;0
2020;C0042COSPT;5200504020;31;Hosting de servidores, considerar todo escopo exceto Seller. valor de licenças 7,5k + 140k storage;147500;147500;147500;147500;147500;147500;155500;155500;155500;155500;155500;155500
2020;C0042COSPT;5200504020;32;licenças + suporte = 18,5k/mes\nhosting = 7k/mes;25500;25500;25500;25500;25500;25500;25500;25500;25500;25500;25500;25500
2020;C0042COSPT;5200504020;33;Suporte licenciamento ApData;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000
2020;C0042COSPT;5200504020;34;Mensalidade Fênix - suporte;16850;16850;16850;16850;16850;18000;18000;18000;18000;18000;18000;18000
2020;C0042COSPT;5200504020;35;Renovação licenças autocad - considerar crédito de R$ 40 mil com Brasoftware.;0;0;0;669829;0;0;0;0;0;0;0;0
2020;C0042COSPT;5200504020;36;Suporte Mensal DMDOcs (parte valor faturado diretamente para Seller).;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500
2020;C0042COSPT;5200504020;37;Valor anual Expense Mobi - app de reembolsos;64800;0;0;0;0;0;0;0;0;0;0;0
2020;C0042COSPT;5200504020;38;valor anual ThinkCell;0;0;0;0;0;0;0;0;0;25000;0;0
2020;C0042COSPT;5200504020;39;consulta legado - Viábil;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
2020;C0042COSPT;5200504020;40;Crédito Rateio CCP - atendimento TI;-10100;-10100;-10100;-10100;-10100;-10100;-10100;-10100;-10100;-10100;-10100;-10100
2020;C0042COSPT;5200504020;41;Licenciamento ViewCompanion - 31 licenças;0;13733;0;0;0;0;0;0;0;0;0;0
2020;C0042COSPT;5200504020;42;licenciamento photoshop - 3 licenças;0;0;0;0;0;5400;0;0;0;0;0;0
2020;C0042COSPT;5200504020;43;Sketchup Pro - 4 licenças;0;0;5400;0;0;0;0;0;0;0;0;0
2020;C0042COSPT;5200504020;44;Ferramenta de automação (RPA) - licenciamento anual;0;0;0;0;0;0;0;0;0;0;0;50000
2020;C0042COSTP;5200503005;30;uber;250;250;250;250;250;250;250;250;250;250;250;250
2020;C0042COTES;5200502004;;;70;70;70;70;70;70;70;70;70;70;70;70
2020;C0042COTES;5200503005;30;Usamos para reuniões externas, eventos Cyrela.;80;80;80;80;80;80;80;80;80;80;80;80
2020;C0042COTES;5200503008;;;635;635;635;635;635;635;635;635;635;635;635;635
2020;C0042COTES;5200503009;;;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0042COTES;5200504019;30;Usamos quando é urgente e o Bira não tem ninguém disponível;40;40;40;40;40;40;40;40;40;40;40;40
2020;C0042COTR2;5200208006;30;Trainees (7) + Novos talentos áreas de Negócios (10 pessoas) + talentos atuais da área de negócios;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
2020;C0042COTR2;5200502005;;Materiais para os treinamentos do programa;0;0;3000;0;0;0;3000;0;0;3000;0;0
2020;C0042COTR2;5200503005;30;Eventuais necessidades de reembolso de refeições e deslocamentos pontuais - uber;0;500;0;500;0;500;0;500;0;500;0;0
2020;C0042COTR2;5200504012;30;Programa trainee e talentos;0;0;5000;0;0;5000;0;5000;0;5000;0;0
2020;C0042COTR2;5200504012;31;Locação de espaço para treinamentos;0;8000;0;0;8000;0;0;0;8000;0;0;0
2020;C0042CSABH;5200502004;;;100;100;100;100;100;100;100;100;100;100;100;100
2020;C0042CSABH;5200503002;30;Pequenos gastos com material de escritório.;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0042CSABH;5200503005;30;Transporte aeroporto, obra, etc;300;300;300;300;300;300;300;300;300;300;300;300
2020;C0042CSABH;5200504010;;;400;400;400;400;400;400;400;400;400;400;400;400
2020;C0042CSPAR;5200503005;30;Deslocamento Michel, Raphael e Leandro para SDU, CNF e Precon.\n3 almoços por ida, 1 ida por mês.;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
2020;C0042EQINL;5200208006;30;Cursos específicos para área como redes sociais, apresentações, identidade visual, participação em foruns, etc\nR$1.000/pessoa/ano;0;1000;1000;1000;1000;1000;0;0;0;0;0;0
2020;C0042EQINL;5200503002;30;R$10,00 por pessoa/mês;50;50;50;50;50;50;50;50;50;50;50;50
2020;C0042EQINL;5200503002;31;Cartão de visita: 500 por pessoa/ano;2500;0;0;0;0;0;0;0;0;0;0;0
2020;C0042EQINL;5200503005;30;R$500 por pessoa/mês;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
2020;C0042EQPDL;5200208006;30;- Design de Interiores: Da criação a concepção | Investimento R$ 1.200 por pessoa | Instituição Bela Artes \n- Sketchup – Maquetes eletrônicas sem segredos | Investimento R$ 1.000 por pessoa | Instituição Bela Artes;0;0;7200;6000;0;0;0;0;0;0;0;0
2020;C0042EQPDL;5200503003;;Material de escritório R$ 10,00 por pessoa/mês \nCartão de visita R$ 250,00 por pessoa/ano \nChaveiro R$ 200,00 por ano\nEstacionamento FLS R$70/MÊS;140;140;140;1960;140;140;340;140;140;140;140;140
2020;C0042EQPDL;5200503005;30;Uber, taxi e reembolso de estacionamento R$ 1.500 por pessoa/mês \nDespesas com refeições fora de SP e turno R$ 1500 por ano;10500;10500;10500;11250;10500;10500;10500;10500;11250;10500;10500;10500
